what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997731343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252997770625
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997772125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997772921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997773703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997774187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997795531
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997796781
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997798218
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252997814515
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997819515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997820531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997873640
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997875093
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997883000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997883609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997884234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997884687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252997920703
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997921750
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997922750
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997923656
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997925140
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997926468
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252997976015
