what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1252864796359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864822593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864823375
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864825453
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864826171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864827625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864830812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252864857843
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864862562
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864863609
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864865609
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864869187
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864870500
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864873765
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252864890156
executed,command,,,AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction,1252864892718
executed,command,,,AUTOGEN:::org.python.pydev.debug.BreakpointRulerActions/org.python.pydev.debug.BreakpointRulerAction,1252864893421
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864896171
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864897578
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252864897687
activated,perspective,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugPerspective,1252864897734
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252864897843
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1252864907359
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.StepOver,1252864907468
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.StepOver,1252864912312
