what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882752375
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252882783328
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882785093
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882786953
closed,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882788281
activated,view,org.python.pydev,1.4.6.2788,org.python.pydev.navigator.view,1252882792046
opened,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882802593
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882802687
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252882818531
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882819718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882820187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882820687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882821203
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882821562
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252882823046
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882823171
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252882831953
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882835031
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882843890
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882844546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882845109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882845609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252882847250
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252882850640
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252882852015
