what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713381015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713381468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713382562
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713383343
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713386328
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713386765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713387515
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713387875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713388890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713389625
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713390093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713391187
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713392125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1254713397109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713397625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713399687
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713401375
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713411093
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713414515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713418296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254713418984
opened,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713419046
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713419125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1254713422890
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1254713424234
