what,kind,bundleId,bundleVersion,description,time
started,bundle,org.python.pydev.core,1.4.6.2788,org.python.pydev.core,1254283015703
started,bundle,org.python.pydev.debug,1.4.6.2788,org.python.pydev.debug,1254283015703
started,bundle,org.python.pydev.jython,1.4.6.2788,org.python.pydev.jython,1254283015703
started,bundle,org.python.pydev.parser,1.4.6.2788,org.python.pydev.parser,1254283015703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283017468
started,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1254283018109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283022906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283026609
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283027359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283028328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283086640
started,bundle,org.python.pydev.customizations,1.4.6.2788,org.python.pydev.customizations,1254283087187
activated,view,org.python.pydev,1.4.6.2788,org.python.pydev.navigator.view,1254283087187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283089031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283090062
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1254283090343
stopped,bundle,org.eclipse.mylyn.ide.ant,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.ide.ant,1254283090781
stopped,bundle,org.eclipse.ant.ui,3.3.0.v20080529,org.eclipse.ant.ui,1254283090781
stopped,bundle,org.eclipse.mylyn.java.tasks,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.tasks,1254283090781
stopped,bundle,org.eclipse.mylyn.java.ui,3.0.2.v20080918-1100-e3x,org.eclipse.mylyn.java.ui,1254283090781
stopped,bundle,org.eclipse.jdt.junit,3.4.0.v20080603-2000,org.eclipse.jdt.junit,1254283090781
stopped,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1254283090781
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.100.v20080407-1345,org.eclipse.jdt.apt.ui,1254283090781
stopped,bundle,org.python.pydev.customizations,1.4.6.2788,org.python.pydev.customizations,1254283090781
stopped,bundle,org.python.pydev.debug,1.4.6.2788,org.python.pydev.debug,1254283090796
