what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252905752328
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252905760000
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252905761421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905762437
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905770234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905770656
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905788937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905790546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905795531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905795890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905803343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905805062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905811531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905812296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905824312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905825921
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905835734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905836375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905844562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905846328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905855781
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905856125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905870593
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252905881015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252905888281
