what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252966265968
opened,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966266203
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966266250
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966268046
closed,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966268046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966268250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966280750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966282343
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966284750
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252966286734
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966286875
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252966299781
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966300906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966301718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966303765
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252966305781
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966305921
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966309015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966309390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966309984
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966310437
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252966312281
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252966313546
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966313687
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252966327593
