what,kind,bundleId,bundleVersion,description,time
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860308359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860309281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860311890
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860312734
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860314734
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860316468
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252860320531
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860321812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860322968
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860324796
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860325515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860326593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860332593
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252860341328
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860342593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860343500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860345703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860346093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860358656
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252860360765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860365125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860366250
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860369687
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252860370812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252860373906
