what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252188725796
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252192135421
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252192135750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193447140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193447906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193982312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193989765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193991531
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252193991562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193992375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193994828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252193995359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194006671
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194009000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194086937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194088515
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194088515
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194088640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194092890
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252194094875
executed,command,org.python.pydev,1.4.6.2788,org.python.pydev.editor.actions.removeBlockComment,1252194100718
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252194101640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194102140
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194103031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252194103593
