what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252901172781
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901174015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901174781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901207093
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252901209609
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901211984
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901244281
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901245671
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252901298109
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901300546
executed,command,org.python.pydev,1.4.6.2788,org.python.pydev.editor.actions.addBlockComment,1252901460718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252901464312
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901475265
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901476750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901484875
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901518718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1252901523531
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252901524000
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1252901528531
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901530187
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901531250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252901576562
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1252901581234
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901581421
activated,editor,org.python.pydev,1.4.6.2788,org.python.pydev.editor.PythonEditor,1252901588750
