what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252965394781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252965754046
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252965754625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968329750
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968332328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968337812
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968339062
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968357875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968358781
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968359765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968360421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968462640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252968463843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252972411093
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252972411328
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252972411343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252972411468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252993303843
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252993304125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252993304140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252993304250
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252993865125
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252993866296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252994056140
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1252994057406
